[2025-05-30 14:37:36] Logging initialized. Detector events will be saved to C:\Users\Sumit\Desktop\Task 18 Cheating Detection\Task 18 Cheating Detection\detector_events.log
[2025-05-30 14:37:37] Detector initialized successfully (from initialize_detector call).
[2025-05-30 14:37:42] FPS: 0.2 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.91) | Alerts: None
[2025-05-30 14:39:30] FPS: 1.0 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.85), chair (0.73), person (0.55), person (0.49) | Alerts: ALERT: Multiple People
[2025-05-30 14:39:31] FPS: 0.9 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.86), chair (0.75), person (0.62), person (0.61) | Alerts: ALERT: Multiple People
[2025-05-30 14:39:32] FPS: 0.9 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.87), chair (0.69), person (0.60), person (0.55), person (0.42) | Alerts: ALERT: Multiple People
[2025-05-30 14:39:33] FPS: 1.0 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.86), chair (0.73), person (0.61), person (0.56) | Alerts: ALERT: Multiple People
[2025-05-30 14:39:34] FPS: 0.9 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.87), person (0.64), chair (0.63), person (0.58) | Alerts: ALERT: Multiple People
[2025-05-30 14:39:35] FPS: 0.9 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.87), person (0.62), person (0.60), chair (0.60), person (0.52) | Alerts: ALERT: Multiple People
[2025-05-30 14:39:36] FPS: 1.0 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.86), person (0.66), person (0.60), person (0.56), chair (0.43) | Alerts: ALERT: Multiple People
[2025-05-30 14:39:37] FPS: 1.0 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.87), chair (0.71), person (0.63), person (0.56), person (0.41) | Alerts: ALERT: Multiple People
[2025-05-30 14:39:38] FPS: 1.0 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.87), chair (0.72), person (0.55), person (0.53), person (0.42) | Alerts: ALERT: Multiple People
[2025-05-30 14:39:39] FPS: 1.0 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.86), chair (0.74), person (0.73), person (0.71), person (0.62), person (0.53) | Alerts: ALERT: Multiple People
[2025-05-30 14:39:40] FPS: 1.0 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.87), chair (0.74), person (0.71), person (0.70), person (0.58) | Alerts: ALERT: Multiple People
[2025-05-30 14:39:41] FPS: 1.0 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.86), chair (0.81), person (0.70), person (0.66), person (0.55) | Alerts: ALERT: Multiple People
[2025-05-30 14:39:42] FPS: 1.0 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.89), person (0.70), person (0.62), person (0.61), chair (0.53) | Alerts: ALERT: Multiple People
[2025-05-30 14:39:43] FPS: 1.0 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.88), chair (0.82), person (0.69), person (0.68), person (0.58) | Alerts: ALERT: Multiple People
[2025-05-30 14:39:44] FPS: 1.0 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.87), person (0.70), person (0.64), chair (0.63), person (0.62), person (0.49) | Alerts: ALERT: Multiple People
[2025-05-30 14:39:45] FPS: 1.0 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.88), person (0.70), person (0.62), person (0.51) | Alerts: ALERT: Multiple People
[2025-05-30 14:39:46] FPS: 1.0 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.89), person (0.66), person (0.56), person (0.55), laptop (0.43) | Alerts: ALERT: Multiple People
[2025-05-30 14:39:47] FPS: 1.0 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.88), person (0.65), person (0.62), person (0.51), laptop (0.48) | Alerts: ALERT: Multiple People
[2025-05-30 14:39:48] FPS: 1.0 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.88), person (0.70), person (0.56), person (0.52) | Alerts: ALERT: Multiple People
[2025-05-30 14:39:49] FPS: 1.0 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.88), person (0.60), person (0.56), person (0.53), laptop (0.43) | Alerts: ALERT: Multiple People
[2025-05-30 14:39:50] FPS: 1.0 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.89), person (0.76), person (0.67), person (0.62), laptop (0.44) | Alerts: ALERT: Multiple People
[2025-05-30 14:39:51] FPS: 1.0 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.88), person (0.73), person (0.69), person (0.56), person (0.49), laptop (0.41) | Alerts: ALERT: Multiple People
[2025-05-30 14:39:52] FPS: 1.0 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.89), person (0.65), chair (0.61), person (0.61), person (0.53) | Alerts: ALERT: Multiple People
[2025-05-30 14:39:53] FPS: 1.0 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.88), person (0.69), person (0.62), laptop (0.44), chair (0.42) | Alerts: ALERT: Multiple People
[2025-05-30 14:39:54] FPS: 1.0 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.87), person (0.57), person (0.53), laptop (0.45) | Alerts: ALERT: Multiple People
[2025-05-30 14:39:55] FPS: 1.0 | Head: Head Turned | Eyes: Looking at Screen | Objects: person (0.89), person (0.55), person (0.55), laptop (0.44) | Alerts: ALERT: Multiple People
[2025-05-30 14:39:56] FPS: 1.0 | Head: Head Turned | Eyes: Eyes Moving | Objects: person (0.90), person (0.58), person (0.49), chair (0.40) | Alerts: ALERT: Multiple People
[2025-05-30 14:39:57] FPS: 1.0 | Head: Head Turned | Eyes: Looking at Screen | Objects: person (0.89), person (0.67), person (0.47), chair (0.42) | Alerts: ALERT: Multiple People
[2025-05-30 14:39:58] FPS: 1.0 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.88), person (0.55), person (0.46) | Alerts: ALERT: Multiple People
[2025-05-30 14:39:59] FPS: 1.0 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.88), person (0.61), person (0.53), laptop (0.41) | Alerts: ALERT: Multiple People
[2025-05-30 14:40:00] FPS: 1.0 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.88), person (0.65), person (0.55), chair (0.47), person (0.44) | Alerts: ALERT: Multiple People
[2025-05-30 14:40:01] FPS: 1.0 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.68) | Alerts: ALERT: Multiple People
[2025-05-30 14:40:02] FPS: 1.0 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.85) | Alerts: ALERT: Multiple People
[2025-05-30 14:40:03] FPS: 1.0 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.89) | Alerts: ALERT: Multiple People
[2025-05-30 14:40:04] FPS: 1.0 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.91) | Alerts: ALERT: Multiple People
[2025-05-30 14:40:05] FPS: 1.0 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.89) | Alerts: ALERT: Multiple People
[2025-05-30 14:40:06] FPS: 1.0 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.90) | Alerts: ALERT: Multiple People
[2025-05-30 14:40:07] FPS: 1.0 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.90) | Alerts: ALERT: Multiple People
[2025-05-30 14:40:08] FPS: 1.0 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.90) | Alerts: ALERT: Multiple People
[2025-05-30 14:40:09] FPS: 1.0 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.89) | Alerts: ALERT: Multiple People
[2025-05-30 14:40:10] FPS: 1.0 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.90) | Alerts: ALERT: Multiple People
[2025-05-30 14:40:11] FPS: 1.0 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.89) | Alerts: ALERT: Multiple People
[2025-05-30 14:40:12] FPS: 1.0 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.88) | Alerts: ALERT: Multiple People
[2025-05-30 14:40:13] FPS: 1.0 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.89) | Alerts: None
[2025-05-30 14:40:14] FPS: 1.0 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.88) | Alerts: None
[2025-05-30 14:40:15] FPS: 1.0 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.89) | Alerts: None
[2025-05-30 14:40:16] FPS: 1.0 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.88) | Alerts: None
[2025-05-30 14:40:17] FPS: 1.0 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.88) | Alerts: None
[2025-05-30 14:40:18] FPS: 1.0 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.88) | Alerts: None
[2025-05-30 14:40:19] FPS: 1.0 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.88) | Alerts: None
[2025-05-30 14:40:20] FPS: 1.0 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.87) | Alerts: None
[2025-05-30 14:40:21] FPS: 1.0 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.90) | Alerts: None
[2025-05-30 14:40:22] FPS: 1.0 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.89) | Alerts: None
[2025-05-30 14:40:23] FPS: 1.0 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.89) | Alerts: None
[2025-05-30 14:40:24] FPS: 1.0 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.89) | Alerts: None
[2025-05-30 14:40:25] FPS: 1.0 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.89) | Alerts: None
[2025-05-30 14:40:26] FPS: 1.0 | Head: Head Turned | Eyes: Looking at Screen | Objects: person (0.86) | Alerts: None
[2025-05-30 14:40:27] FPS: 1.0 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.88) | Alerts: None
[2025-05-30 14:40:28] FPS: 1.0 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.90) | Alerts: None
[2025-05-30 14:40:29] FPS: 1.0 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.87) | Alerts: None
[2025-05-30 14:40:30] FPS: 1.0 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.90) | Alerts: None
[2025-05-30 14:40:31] FPS: 1.0 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.88) | Alerts: None
[2025-05-30 14:40:32] FPS: 1.0 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.90) | Alerts: None
[2025-05-30 14:40:33] FPS: 1.0 | Head: Looking at Screen | Eyes: Looking at Screen | Objects: person (0.88) | Alerts: None
[2025-05-30 14:40:34] FPS: 1.0 | Head: Head Turned | Eyes: Looking at Screen | Objects: person (0.91) | Alerts: None
